Index,Strike,Direction,Lots,Entry Date,Entry Time,Entry ₹,Exit Date,Exit Time,Exit ₹,Reason,P&L,P&L %,Hold (min)
NIFTY50,19950,BULLISH,6,11 Sep 23,11:40 AM,34.36,11 Sep 23,11:48 AM,34.22,tsl_hit,-21.0,-0.41,8
NIFTY50,19950,BEARISH,8,11 Sep 23,12:32 PM,24.9,11 Sep 23,12:35 PM,24.51,tsl_hit,-78.0,-1.57,3
NIFTY50,19950,BEARISH,10,11 Sep 23,02:28 PM,20.64,11 Sep 23,02:31 PM,18.45,hard_sl_hit,-547.5,-10.61,3
NIFTY50,19950,BEARISH,11,11 Sep 23,02:48 PM,18.46,11 Sep 23,02:50 PM,16.32,hard_sl_hit,-588.5,-11.59,2
NIFTY50,20000,BEARISH,6,11 Sep 23,03:05 PM,33.09,11 Sep 23,03:07 PM,29.53,hard_sl_hit,-534.0,-10.76,2
NIFTY50,20100,BEARISH,2,12 Sep 23,09:17 AM,80.26,12 Sep 23,09:20 AM,86.18,tsl_hit,296.0,7.38,3
NIFTY50,20000,BULLISH,4,12 Sep 23,12:21 PM,46.99,12 Sep 23,12:28 PM,50.79,tsl_hit,380.0,8.09,7
NIFTY50,20000,BEARISH,4,12 Sep 23,01:26 PM,53.01,12 Sep 23,01:30 PM,50.53,tsl_hit,-248.0,-4.68,4
NIFTY50,20000,BEARISH,5,12 Sep 23,02:14 PM,43.1,12 Sep 23,02:22 PM,42.45,tsl_hit,-81.25,-1.51,8
NIFTY50,20000,BULLISH,4,12 Sep 23,02:30 PM,52.94,12 Sep 23,02:35 PM,55.64,tsl_hit,270.0,5.1,5
NIFTY50,19950,BULLISH,4,13 Sep 23,09:17 AM,44.19,13 Sep 23,09:26 AM,69.38,tsl_hit,2519.0,57.0,9
NIFTY50,20000,BEARISH,9,13 Sep 23,11:26 AM,25.16,13 Sep 23,11:28 AM,21.19,hard_sl_hit,-893.25,-15.78,2
NIFTY50,20050,BEARISH,7,13 Sep 23,12:12 PM,29.93,13 Sep 23,12:17 PM,30.13,tsl_hit,35.0,0.67,5
NIFTY50,20050,BEARISH,10,13 Sep 23,12:31 PM,22.3,13 Sep 23,12:40 PM,26.49,tsl_hit,1047.5,18.79,9
NIFTY50,20150,BEARISH,13,14 Sep 23,09:18 AM,17.4,14 Sep 23,09:22 AM,15.6,hard_sl_hit,-585.0,-10.34,4
NIFTY50,20100,BEARISH,4530,14 Sep 23,03:29 PM,0.05,15 Sep 23,09:18 AM,89.59,tsl_hit,10140405.0,179080.0,4
NIFTY50,20150,BEARISH,406,15 Sep 23,09:19 AM,111.45,15 Sep 23,09:24 AM,103.72,time_stop,-78459.5,-6.94,5
NIFTY50,20150,BEARISH,450,15 Sep 23,10:54 AM,99.75,15 Sep 23,10:55 AM,50.46,hard_sl_hit,-554512.5,-49.41,1
NIFTY50,20200,BEARISH,642,15 Sep 23,11:03 AM,66.1,15 Sep 23,11:13 AM,59.48,hard_sl_hit,-106251.0,-10.02,10
NIFTY50,20150,BULLISH,499,15 Sep 23,12:21 PM,84.18,15 Sep 23,12:31 PM,74.73,hard_sl_hit,-117888.75,-11.23,10
NIFTY50,20200,BEARISH,576,15 Sep 23,01:29 PM,71.97,15 Sep 23,01:43 PM,78.91,tsl_hit,99936.0,9.64,14
NIFTY50,20200,BEARISH,1103,15 Sep 23,02:47 PM,37.98,15 Sep 23,02:50 PM,44.12,tsl_hit,169310.5,16.17,3
NIFTY50,20200,BEARISH,1071,15 Sep 23,03:02 PM,39.82,15 Sep 23,03:18 PM,55.71,tsl_hit,425454.75,39.9,16
NIFTY50,20150,BULLISH,1026,18 Sep 23,12:20 PM,43.42,18 Sep 23,12:25 PM,48.69,tsl_hit,135175.5,12.14,5
NIFTY50,20200,BULLISH,1783,18 Sep 23,12:41 PM,25.33,18 Sep 23,12:43 PM,22.77,hard_sl_hit,-114112.0,-10.11,2
NIFTY50,20150,BULLISH,1223,18 Sep 23,02:30 PM,36.52,18 Sep 23,02:35 PM,35.93,time_stop,-18039.25,-1.62,5
NIFTY50,20000,BULLISH,543,20 Sep 23,09:17 AM,82.11,20 Sep 23,09:23 AM,109.97,tsl_hit,378199.5,33.93,6
NIFTY50,19950,BULLISH,460,20 Sep 23,10:28 AM,100.49,20 Sep 23,10:43 AM,103.11,tsl_hit,30130.0,2.61,15
NIFTY50,19950,BULLISH,2620,20 Sep 23,11:55 AM,17.71,20 Sep 23,12:04 PM,21.48,tsl_hit,246935.0,21.29,9
NIFTY50,19950,BULLISH,3387,20 Sep 23,01:05 PM,14.02,20 Sep 23,01:07 PM,12.18,hard_sl_hit,-155802.0,-13.12,2
NIFTY50,19900,BULLISH,1993,20 Sep 23,01:50 PM,23.48,20 Sep 23,01:52 PM,17.51,hard_sl_hit,-297455.25,-25.43,2
NIFTY50,19900,BULLISH,2713,20 Sep 23,01:54 PM,16.76,20 Sep 23,01:55 PM,14.86,hard_sl_hit,-128867.5,-11.34,1
NIFTY50,19800,BULLISH,2013,21 Sep 23,09:19 AM,22.3,21 Sep 23,09:21 AM,12.2,hard_sl_hit,-508282.5,-45.29,2
NIFTY50,19750,BULLISH,6992,21 Sep 23,11:43 AM,6.1,21 Sep 23,11:46 AM,9.6,tsl_hit,611800.0,57.38,3
NIFTY50,19750,BULLISH,907435,21 Sep 23,01:01 PM,0.05,21 Sep 23,01:06 PM,0.05,time_stop,0.0,0.0,5
NIFTY50,19750,BEARISH,907435,21 Sep 23,01:17 PM,0.05,21 Sep 23,01:22 PM,0.05,time_stop,0.0,0.0,5
NIFTY50,19750,BULLISH,907435,21 Sep 23,02:15 PM,0.05,21 Sep 23,02:20 PM,0.05,time_stop,0.0,0.0,5
NIFTY50,19750,BEARISH,3544,21 Sep 23,03:04 PM,12.8,21 Sep 23,03:07 PM,18.2,tsl_hit,478440.0,42.19,3
NIFTY50,19750,BEARISH,13970,21 Sep 23,03:18 PM,3.4,21 Sep 23,03:19 PM,2.6,hard_sl_hit,-279400.0,-23.53,1
NIFTY50,19700,BULLISH,399,22 Sep 23,09:55 AM,115.69,22 Sep 23,09:58 AM,102.27,hard_sl_hit,-133864.5,-11.6,3
NIFTY50,19750,BULLISH,532,22 Sep 23,12:59 PM,85.78,22 Sep 23,01:05 PM,84.44,tsl_hit,-17822.0,-1.56,6
NIFTY50,19750,BEARISH,951,25 Sep 23,01:04 PM,47.93,25 Sep 23,01:14 PM,57.55,tsl_hit,228715.5,20.07,10
NIFTY50,19750,BEARISH,972,25 Sep 23,01:04 PM,47.93,25 Sep 23,01:14 PM,57.55,tsl_hit,233766.0,20.07,10
NIFTY50,19650,BULLISH,878,26 Sep 23,09:33 AM,54.2,26 Sep 23,09:37 AM,54.25,tsl_hit,1097.5,0.09,4
NIFTY50,19650,BULLISH,1384,26 Sep 23,03:04 PM,34.42,26 Sep 23,03:14 PM,35.04,tsl_hit,21452.0,1.8,10
NIFTY50,19600,BEARISH,1889,27 Sep 23,09:15 AM,25.26,27 Sep 23,09:18 AM,22.76,hard_sl_hit,-118062.5,-9.9,3
NIFTY50,19600,BULLISH,1293,27 Sep 23,10:03 AM,36.51,27 Sep 23,10:05 AM,31.92,hard_sl_hit,-148371.75,-12.57,2
NIFTY50,19600,BEARISH,848,27 Sep 23,10:44 AM,54.88,27 Sep 23,10:49 AM,55.02,tsl_hit,2968.0,0.26,5
NIFTY50,19650,BULLISH,2125,27 Sep 23,11:55 AM,21.91,27 Sep 23,11:56 AM,19.43,hard_sl_hit,-131750.0,-11.32,1
NIFTY50,19700,BEARISH,1493,27 Sep 23,01:11 PM,30.79,27 Sep 23,01:16 PM,27.84,hard_sl_hit,-110108.75,-9.58,5
NIFTY50,19700,BULLISH,2661,27 Sep 23,02:22 PM,17.09,27 Sep 23,02:30 PM,23.47,tsl_hit,424429.5,37.33,8
NIFTY50,19750,BEARISH,11555,28 Sep 23,09:17 AM,4.1,28 Sep 23,09:19 AM,0.05,hard_sl_hit,-1169943.75,-98.78,2
NIFTY50,19700,BULLISH,2619,28 Sep 23,09:41 AM,16.1,28 Sep 23,09:42 AM,5.6,hard_sl_hit,-687487.5,-65.22,1
NIFTY50,19600,BULLISH,2557,28 Sep 23,12:28 PM,15.3,28 Sep 23,12:34 PM,21.0,tsl_hit,364372.5,37.25,6
NIFTY50,19600,BULLISH,814851,28 Sep 23,01:13 PM,0.05,28 Sep 23,01:18 PM,0.05,time_stop,0.0,0.0,5
NIFTY50,19550,BEARISH,814851,28 Sep 23,02:21 PM,0.05,28 Sep 23,02:25 PM,0.05,tsl_hit,0.0,0.0,4
NIFTY50,19550,BEARISH,2439,28 Sep 23,03:20 PM,16.7,28 Sep 23,03:21 PM,6.9,hard_sl_hit,-597555.0,-58.68,1
NIFTY50,19600,BEARISH,710,29 Sep 23,11:14 AM,53.58,29 Sep 23,11:26 AM,48.7,hard_sl_hit,-86620.0,-9.11,12
NIFTY50,19650,BEARISH,609,29 Sep 23,11:37 AM,61.88,29 Sep 23,11:39 AM,56.22,hard_sl_hit,-86173.5,-9.15,2
NIFTY50,19550,BULLISH,410,03 Oct 23,09:18 AM,90.9,03 Oct 23,09:34 AM,82.51,hard_sl_hit,-85997.5,-9.23,16
NIFTY50,19500,BULLISH,365,03 Oct 23,09:56 AM,101.11,03 Oct 23,10:01 AM,94.28,time_stop,-62323.75,-6.76,5
